player_id,week,session_load,position,acute_load,chronic_load,ACWR,load_trend_7d,load_std_7d,load_change_pct,load_spike,monotony,strain,pitch_condition,conflict_level,fatigue_accumulation,match_intensity
0,1,10.925653683906418,Midfielder,10.925653683906418,10.925653683906418,1.0,10.925653683906418,0.0,0.0,0,0.0,0.0,0.0037418336432187417,0.012233711148369457,0.041666666666666664,0.0
0,2,10.17846914793999,Midfielder,10.17846914793999,10.552061415923205,0.9645953285090382,10.552061415923205,0.5283392521795853,-0.06838808528839213,0,19.972132247210933,203.28573189681387,0.1978556432530098,0.01560709588254917,0.08333333333333333,0.0
0,3,10.896532007804568,Midfielder,10.896532007804568,10.666884946550326,1.021528971429331,10.666884946550326,0.4232310388592429,0.07054723548579056,0,25.203456190976322,274.6302670922737,0.15576354973728238,0.004056809934200606,0.125,0.0
0,4,11.691541476587338,Midfielder,11.691541476587338,10.92304907905958,1.0703551171440788,10.92304907905958,0.6179778253622494,0.0729598617443925,0,17.675470916220416,206.65350133520417,0.11632708453704005,0.015715416204469337,0.16666666666666666,0.0
0,5,9.823241881441907,Midfielder,9.823241881441907,10.647446128443452,0.9225913672575646,10.703087639536045,0.7268683641939018,-0.15979925306571052,0,14.72493255557461,144.6465741813279,0.18406898303429048,0.0009447938700478907,0.20833333333333334,0.0
0,6,9.737838757482107,Midfielder,9.737838757482107,10.53728853082898,0.9241313577958961,10.542212825860387,0.7602330755392045,-0.008693985650617408,0,13.867079932536736,135.0353884201586,0.08507413287336851,0.023064951404184336,0.25,0.0
0,7,11.444704341404707,Midfielder,11.444704341404707,10.674331614229015,1.0721705821982124,10.671140185223862,0.7732945464484411,0.1752817669743323,0,13.799580294771099,157.93211650912963,0.09622037001411615,0.03122189162393005,0.2916666666666667,0.7606002923566734
0,8,10.5481760302983,Midfielder,10.5481760302983,10.388490252656755,1.0153714133389793,10.617214806136989,0.7657125407334315,-0.07833564628340306,0,13.865797203696541,146.25886970500906,0.15573708185906082,0.025461571911174628,0.3333333333333333,0.0
0,9,9.253093060527764,Midfielder,9.253093060527764,10.24595304742822,0.9030973514806738,10.485018222220956,0.918685020095067,-0.12277790644094055,0,11.413071937469873,105.60621674390664,0.0765634710616434,0.006346287291998375,0.375,0.0
0,10,10.14345406026461,Midfielder,10.14345406026461,10.347356873123845,0.9802942127772889,10.377435658286675,0.9064764587356287,0.09622306767182365,0,11.44810277010539,116.12330452575203,0.24311561633988585,0.012656808939632913,0.4166666666666667,0.0
0,11,9.092145093636926,Midfielder,9.092145093636926,9.7592170611819,0.9316469791210702,10.006093317865188,0.8051945126085361,-0.10364408024935223,0,12.426926861994005,112.98742209726372,0.09194165623860952,0.01229325581041812,0.4583333333333333,0.0
0,12,9.006546830648823,Midfielder,9.006546830648823,9.37380976126953,0.9608203131945182,9.88942259632332,0.8907303511031652,-0.009414528926513621,0,11.102599775650754,99.99608482134963,0.20242014963761523,0.1053649196405807,0.5,0.0
1,1,11.237071308342362,Midfielder,11.237071308342362,11.237071308342362,1.0,11.237071308342362,0.0,0.0,0,0.0,0.0,0.02748722754537506,0.00010239025370301078,0.041666666666666664,0.0
1,2,8.797867236015515,Midfielder,8.797867236015515,10.01746927217894,0.8782524804392893,10.01746927217894,1.7247777402401558,-0.21706759754349791,0,5.807976899553515,51.097809672116846,0.07269828674347699,0.013397025087322555,0.08333333333333333,0.0
1,3,8.926499403327064,Midfielder,8.926499403327064,9.653812649228314,0.924660517835988,9.653812649228314,1.3726498260159175,0.014620835238905672,0,7.032975538450523,62.77985194759243,0.06037264512006656,0.01161468525805962,0.125,0.0
1,4,10.093638230241915,Midfielder,10.093638230241915,9.763769044481714,1.033785025460699,9.763769044481714,1.1421354262970922,0.13074989132692227,0,8.548696432731054,86.28744913214685,0.1474286894440221,0.012740934066268037,0.16666666666666666,0.0
1,5,9.528921446661586,Midfielder,9.528921446661586,9.33673157906152,1.02058427683956,9.716799524917688,0.9946786807017165,-0.05594779312461984,0,9.768782334877,93.0859594985783,0.17736448117045128,0.0031482406391004714,0.20833333333333334,0.0
